,sigma,function,mae_nn_train,mae_nn_test,mae_mdl_train,mae_mdl_test,rmse_nn_train,rmse_nn_test,rmse_mdl_train,rmse_mdl_test,n,r
89,0.14,7,0.0840920975192598,0.09601091950406136,0.023145914926563965,0.23955668108857692,0.09856413670533912,0.11652943805237233,0.03219610009134324,0.2570140068776445,7,2
90,0.16,7,0.048211153707170724,0.19899878040450747,0.027093293819468726,0.0479013602916344,0.05964426214061753,0.2122469189553244,0.03890951580810201,0.05200174566213209,7,0
91,0.16,7,0.0919079689133456,0.3242554479629046,0.022597630098659675,0.0188944016488508,0.10402427033495804,0.35260534122490494,0.03002427609221041,0.023715763826759384,7,1
92,0.16,7,0.02679013988404113,0.2042720940808982,0.025729806485122627,0.02719936772290414,0.0318322130530667,0.21821934371738982,0.03172156075350977,0.03111991349954812,7,2
93,0.18,7,0.00951196857807263,0.13182763115865612,0.021355878667491994,0.015548557084556455,0.013570043533695512,0.14327251189142953,0.029355565451670913,0.020728171604693372,7,0
94,0.18,7,0.0402630014508653,0.17355803674388795,0.02629591285060456,0.04552719568338093,0.04573827900804445,0.18843155294711159,0.0383944558995249,0.04971117593098023,7,1
95,0.18,7,0.031045473705441466,0.29060548575241374,0.0789255763632259,0.20769838789707545,0.04787940574690488,0.3033355746153037,0.08898166531197867,0.20860322817503532,7,2
96,0.2,7,0.05763362553666359,0.12699230882929594,0.0779151644774954,0.23957908426434055,0.06928815890758581,0.14454394513421542,0.09550229274356749,0.24036394090408367,7,0
97,0.2,7,0.08155797068940188,0.2506239425931277,0.046270712152288104,0.09370939409945699,0.09097665339468551,0.2692329837515049,0.050769832881078475,0.09655246514934339,7,1
98,0.2,7,0.021096001927657926,0.039530612370319705,0.08059237613828804,0.1955739526287069,0.03268006274660511,0.04970526308771957,0.0894079639454979,0.19653462142029207,7,2
99,0.0,8,0.008521948170777857,0.030047897911496615,6.152485928131076e-17,2.220446049250313e-16,0.019588617604442683,0.035659171239663084,1.3808224523606804e-16,3.527512106249417e-16,8,0
100,0.0,8,0.010038824057203412,0.049312974174290064,6.152485928131076e-17,2.220446049250313e-16,0.021751383791764188,0.054686807757787434,1.3808224523606804e-16,3.527512106249417e-16,8,1
101,0.0,8,0.015432624818932645,0.05255607914452866,6.152485928131076e-17,2.220446049250313e-16,0.026494972614863846,0.055094481478708386,1.3808224523606804e-16,3.527512106249417e-16,8,2
102,0.02,8,0.01743611162765513,0.08049910577184403,3.5191229525934526e-06,5.7306639437730635e-06,0.02819916022375662,0.08463590364974073,3.7506929872378803e-06,5.736210152881988e-06,8,0
103,0.02,8,0.012386686790546494,0.075836490639906,0.006126975525622895,0.009977383058542566,0.021879235316694133,0.0828550290353285,0.006530150962748655,0.009987039296166934,8,1
104,0.02,8,0.010067783691996957,0.005292670884631943,0.0017733714291259509,0.0028878205861066616,0.022981441544189206,0.007528277544047649,0.0018900651874303796,0.002890615455425836,8,2
105,0.04,8,0.050151615095849957,0.1628604964855452,0.005857477970952716,0.009538523734714352,0.07220396386129468,0.17509005316210993,0.006242919569587666,0.00954775523872975,8,0
106,0.04,8,0.02234813563501046,0.0421876017413396,0.002436640061824878,0.003967910622614204,0.026853478519965304,0.04535049706818045,0.0025969791096856045,0.003971750816743208,8,1
107,0.04,8,0.013598208407291364,0.010843954071496917,0.003355294186982007,0.0054638794030791886,0.026850022079726008,0.010957517327212042,0.003576083742100147,0.0054691674147308855,8,2
108,0.06,8,0.05084607985509614,0.15597211874845587,0.0012049445628328644,0.001962174227302488,0.0761189285769388,0.1664775547559819,0.0012842339363256761,0.0019640732443581715,8,0
109,0.06,8,0.015374024638217316,0.0659991412009531,0.0021653613700700273,0.003526150832332785,0.026715177939188237,0.06974763783390286,0.002307849374675603,0.003529563485744666,8,1
110,0.06,8,0.010936433621773534,0.024546812548958952,0.0045286554021349654,0.007374622193001768,0.020388852602423648,0.03209583486892787,0.0048266560410655445,0.007381759445712998,8,2
111,0.08,8,0.04374622977257368,0.08975488195185216,0.0029211277407650213,0.004756867448003315,0.07144070749019976,0.10009697655730851,0.0031133476947795098,0.004761471204535064,8,0
112,0.08,8,0.026946510115863288,0.08382264936075053,0.007958716685601809,0.012960254973205678,0.03413844976176379,0.09011953569312334,0.00848242680411928,0.012972798072028224,8,1
113,0.08,8,0.047322636340828075,0.1489890229781483,0.0013754989499477417,0.0022399110071285666,0.07289314550611942,0.1569651395476913,0.0014660113713034302,0.0022420788213555407,8,2
114,0.1,8,0.03394047480069791,0.12533450992924575,0.0015429776203725598,0.0025126391814090034,0.04157621123658792,0.1326921415445463,0.001644510697168338,0.0025150709454154177,8,0
115,0.1,8,0.0369551144900641,0.09290434364502537,0.0010660481490626548,0.0017359904079208923,0.06751707168292975,0.09979977231684743,0.0011361976749907391,0.0017376705214129922,8,1
116,0.1,8,0.024504009287968455,0.05446491023911445,0.009632655692211813,0.015686156295275023,0.03128428369955547,0.059245084401727634,0.01026651658379658,0.01570133755590333,8,2
117,0.12,8,0.02616953848405992,0.10573651829509662,0.016745744858641616,0.027269361589019974,0.03675459873822173,0.11019856898935639,0.017847670755871774,0.027295753222359432,8,0
118,0.12,8,0.024525430761540054,0.060817488682328336,0.0028324254928713964,0.004612421578799571,0.04041883357080016,0.06181664797195561,0.003018808542948702,0.004616885538790615,8,1
119,0.12,8,0.053993752924007064,0.1698733346368694,0.02208450925288123,0.035963193839185593,0.07102273314071314,0.18149375076856053,0.023537743664297128,0.035997999473429035,8,2
120,0.14,8,0.08094009140138748,0.07888657929859604,0.019132014375570737,0.03115524703963992,0.09075268999701575,0.09699873029370401,0.020390964770705993,0.0311853994821086,8,0
121,0.14,8,0.0470191808333359,0.14431313738615684,0.017644987488629024,0.0287337200060618,0.05489290794327304,0.14752116447364266,0.018806086551952487,0.02876152886401409,8,1
122,0.14,8,0.0810291208665061,0.16416824473847255,0.0006360003980700168,0.001035685481424504,0.10071198647594876,0.17839811692789734,0.000677851346785533,0.0010366878309438167,8,2
123,0.16,8,0.03343085902123208,0.12827694665429967,0.011741929183072371,0.019120971646753897,0.03731881909746871,0.1426264594802636,0.012514587309628797,0.019139477165159527,8,0
124,0.16,8,0.06861682143961198,0.12479224616746104,0.0068786973896975,0.011201513456973051,0.08828276283570936,0.14080534343807433,0.007331338634198825,0.01121235442349287,8,1
125,0.16,8,0.04543402201857691,0.16845600492561918,0.004579692993245477,0.007457733606580144,0.0527095904757986,0.17362767964203765,0.004881052075998749,0.007464951295569513,8,2
