,sigma,function,mae_nn_train,mae_nn_test,mae_mdl_train,mae_mdl_test,rmse_nn_train,rmse_nn_test,rmse_mdl_train,rmse_mdl_test,n,r
0,0.0,leaky_ReLU,0.015456375307869186,0.05503951187459165,0.0006734586004404173,0.014624302683727136,0.02047951183507866,0.06367750336998237,0.0009618915211032187,0.01954435910401258,0,0
1,0.0,leaky_ReLU,0.007069149779018377,0.19337027618697292,0.004579234234655778,0.1219063982063775,0.01004254295153562,0.20846374755034075,0.006301769391263811,0.12764825418669906,1,0
2,0.0,leaky_ReLU,0.007575282318239655,0.1596460721944619,0.0049226720920915994,0.062350397286600794,0.009959888923280735,0.19003890024132478,0.006981797176763952,0.07115452487592258,2,0
3,0.0,leaky_ReLU,0.016959520634263075,0.29311630918642523,0.001551200946605615,0.290589577641513,0.04219245017458429,0.3030459358410425,0.0019501882901657005,0.386120395653824,3,0
4,0.0,leaky_ReLU,0.0038512794469531967,0.1113568474071129,0.0010206309265290278,0.04338938036122616,0.006029978628563822,0.14123088075530338,0.001244483973661193,0.05241861569115438,4,0
5,0.0,leaky_ReLU,0.01032258371357498,0.22841596844288428,0.0006208144297262066,0.1278569029977107,0.013938373526983497,0.25642356219113943,0.0007859127976966045,0.15750934632005062,5,0
6,0.0,leaky_ReLU,0.007498211917376329,0.07021454269593701,0.001587988882134802,0.02995537999825973,0.009679164021835275,0.07887652250222733,0.002321499890064241,0.04549782033459298,6,0
7,0.0,leaky_ReLU,0.01371568134782646,0.08694405153206015,0.003598119401952779,0.024488655783714498,0.016156002966157438,0.09488574882229543,0.005183563560603593,0.025792967403018542,7,0
8,0.0,leaky_ReLU,0.015597997303711203,0.04988042668295871,0.006840254815911389,0.054360981567628634,0.02038566231677825,0.05868837469012677,0.009675836382815628,0.06519959192879685,8,0
9,0.0,leaky_ReLU,0.006001634981857901,0.10683958789615662,0.0018162876798551413,0.0274850075920674,0.007324732227234297,0.12327907342334758,0.002549492013365736,0.03171838419530275,9,0
10,0.0,leaky_ReLU,0.015649895602880156,0.04227555355153936,0.0005780909927431518,0.015325733288384491,0.020916224992093533,0.049358663919148164,0.0007532005090345197,0.021364985468210678,0,1
11,0.0,leaky_ReLU,0.0068628811283665886,0.16248106189050343,0.0031183302530157333,0.2851837690660131,0.010036871055840989,0.17308166119728952,0.003955873311590553,0.31539536727747813,1,1
12,0.0,leaky_ReLU,0.007351664450379264,0.15321144614858748,0.00422617382972039,0.02032061074719665,0.009674677922745296,0.18239757759146463,0.0058103459660000375,0.02362239712866024,2,1
13,0.0,leaky_ReLU,0.018884559615020533,0.3194296624438825,0.0014591932245653684,0.44007642056111546,0.0462676820520338,0.32941684911366215,0.0018394132056489686,0.5928299686557249,3,1
14,0.0,leaky_ReLU,0.006124344153135468,0.06852819637406365,0.002050395882096867,0.3962359824246196,0.012682883606033769,0.0801962694846822,0.0025009666608503253,0.48745997655450035,4,1
15,0.0,leaky_ReLU,0.010616980992025581,0.17031865109839125,0.0019477249370750045,0.549316925231995,0.013711390459627245,0.19726568473532208,0.002703469444031359,0.8198802476156963,5,1
16,0.0,leaky_ReLU,0.008261287413571117,0.06989903815076964,0.001637134359618583,0.053538262431108506,0.010082115052872834,0.08139019649764058,0.0023877128032177876,0.05986401491019131,6,1
17,0.0,leaky_ReLU,0.010499044340988835,0.1188472837292798,0.0035211041961599487,0.10579514397878742,0.012878866242075213,0.13109089108442554,0.004960368273933796,0.146703206955104,7,1
18,0.0,leaky_ReLU,0.02017420207659195,0.10368346512614406,0.011048571131446713,0.03133862312947404,0.030919348179463475,0.10559622575777378,0.015353365237160556,0.036504996568904394,8,1
19,0.0,leaky_ReLU,0.0048074895573263715,0.17185263890997707,0.00120282186125281,0.07218177367702187,0.010738075941946859,0.1881110115236333,0.001464918685535431,0.09283359494643549,9,1
20,0.0,leaky_ReLU,0.015827248045042926,0.04027653904467948,0.0007070167624265313,0.08061422134127724,0.0211842699360024,0.04676552592479606,0.0009944223288062403,0.10485215723284093,0,2
21,0.0,leaky_ReLU,0.008285560081367532,0.24373056218775657,0.0038929672878197097,0.20685958632600912,0.011922864952754809,0.2610043773312608,0.00465229047475689,0.2316651264573837,1,2
22,0.0,leaky_ReLU,0.007583441321141542,0.1659874464010957,0.0039430877240044316,0.14412838019617627,0.010043730943754586,0.19736253402706616,0.005831066332457739,0.17771119409746303,2,2
23,0.0,leaky_ReLU,0.017608181055137336,0.3340620572825771,0.0014101684386256576,0.1166033098193287,0.04527062265443848,0.34625148305168985,0.0017540539836072885,0.14190740123329315,3,2
24,0.0,leaky_ReLU,0.003727503187771299,0.08704576874119264,0.0021761417875777417,inf,0.007490188417946885,0.10852749951083551,0.002669534457769518,inf,4,2
25,0.0,leaky_ReLU,0.012255748957346687,0.19703550736027145,0.001947724973930349,0.5493168760295255,0.014892468014510715,0.22538292005138139,0.002703469444031351,0.8198801720097595,5,2
26,0.0,leaky_ReLU,0.007706634780746051,0.06577406865098831,0.002005928358564853,0.0769558278415786,0.009879970843112786,0.07468745612306985,0.00286180430067003,0.08700800212588575,6,2
27,0.0,leaky_ReLU,0.010928595263036297,0.10215558338588918,0.004103733607632377,0.0763773943952873,0.013120071116867815,0.11177131984494036,0.005366770973777323,0.09096841906466588,7,2
28,0.0,leaky_ReLU,0.050337516769431864,0.20744626779893124,0.010376042396248519,0.20105286275206377,0.06484984289891442,0.21426907623637848,0.01601060673136813,0.22705693607211413,8,2
29,0.0,leaky_ReLU,0.003948347085979489,0.14766322211868746,0.0018762492970404185,0.02032843499398078,0.007685811438265079,0.16448075970936482,0.0026597746344189342,0.02434413817250354,9,2
30,0.02,leaky_ReLU,0.013209537614804626,0.06656266438917648,0.004304516779547936,0.08367971293518124,0.016118516150189915,0.077716267663216,0.005410687891432551,0.10306254329505832,0,0
31,0.02,leaky_ReLU,0.015517310125558103,0.2806826136877782,0.008079422835335895,0.17391568921729222,0.018996169897317124,0.2991048543169622,0.00995381900751348,0.18428848588293112,1,0
32,0.02,leaky_ReLU,0.009277413374965725,0.12949621541551354,0.011843025079123503,0.12630398264730802,0.012019576187824874,0.15849923130438182,0.014402419281820211,0.15399945905288634,2,0
33,0.02,leaky_ReLU,0.016499760515342146,0.26188861606166175,0.005473612097438842,0.21169421512422182,0.036997261743690564,0.2704220806640529,0.007144479658214211,0.24620554556112348,3,0
34,0.02,leaky_ReLU,0.005829671479554829,0.05466153579400332,0.004606762184458623,0.9627553660258427,0.01384305181634362,0.06182760529757938,0.005588700407026782,1.312146213734506,4,0
35,0.02,leaky_ReLU,0.00727461550637007,0.14590498975498398,0.0087220232879204,0.15001958776505125,0.008670968680800088,0.16841612443113604,0.010225805933274315,0.17224672256889986,5,0
36,0.02,leaky_ReLU,0.008301452442012847,0.07121889577235616,0.006599816521521699,0.07677303111375475,0.010061658550533117,0.08286210201546704,0.008280474417970203,0.0876269824069402,6,0
37,0.02,leaky_ReLU,0.011162577493871973,0.18721626270121783,0.00983073855345434,0.12108881388162412,0.016749553279864847,0.2012591178755622,0.011957094352915946,0.15997451727679332,7,0
38,0.02,leaky_ReLU,0.01908615450479261,0.08726173696121794,0.014472420889293427,0.27349319787345344,0.023679778060435815,0.0985832764777548,0.01873238734683291,0.3235433068828291,8,0
39,0.02,leaky_ReLU,0.006619984341572713,0.07186517348895166,0.003836343901810819,0.02623987099824816,0.008082004373111006,0.08285529946764784,0.005219243501690882,0.02928696451897606,9,0
40,0.02,leaky_ReLU,0.016307057793268447,0.05121285752325438,0.002768335524270407,0.07655828730501818,0.022457364943705625,0.05938888195575053,0.0031324141844654256,0.09434691145972458,0,1
41,0.02,leaky_ReLU,0.01620871189178027,0.23286580435863824,0.0064125305558687664,0.11011198445481198,0.021758651997681417,0.2504536188428812,0.007998020153379044,0.11584107532463195,1,1
42,0.02,leaky_ReLU,0.00849208013667383,0.1740721790819896,0.009298717412702233,0.13617516773559693,0.011375557223665246,0.20403674304138597,0.013342414451666472,0.16445402096185646,2,1
43,0.02,leaky_ReLU,0.025951143029806778,0.3532296512151146,0.005483077965774947,0.3801736122647551,0.055345185424926335,0.3624046013154972,0.007858291823377259,0.4871198718512438,3,1
44,0.02,leaky_ReLU,0.013963817125290963,0.0507213051613883,0.006220352474524003,1.9399173841711665,0.017413211779268505,0.057305393162778766,0.007462698915234857,3.3694163274430595,4,1
45,0.02,leaky_ReLU,0.00810894160215296,0.1545728966077508,0.00856205095463464,0.14932424576696804,0.009975655386569394,0.17842087700393103,0.010122320857563278,0.1716414492376638,5,1
46,0.02,leaky_ReLU,0.01209200407229579,0.03106260098240088,0.006942636090851109,0.07128458931741734,0.015179673956558414,0.03936478165461251,0.0081221219602927,0.08277402356417579,6,1
47,0.02,leaky_ReLU,0.010399624243438517,0.1378643279018141,0.010739152487105304,0.07068682094289003,0.013645187310734075,0.14961001766276946,0.012840193674859123,0.07734485694543247,7,1
48,0.02,leaky_ReLU,0.05375189219499184,0.21380996736657085,0.010391868286226775,0.6558373264063007,0.06907508942523286,0.22100610046372238,0.013011674367902083,0.8547333863738213,8,1
49,0.02,leaky_ReLU,0.005070246800154682,0.09730239234523398,0.008283599294999305,0.07454813915779263,0.006788813334999406,0.10989856642356109,0.010608047014333485,0.08727369812139009,9,1
50,0.02,leaky_ReLU,0.016366809752618085,0.02729865402299701,0.005855036266396115,0.03205532654450016,0.022351191771156558,0.033043038897022065,0.008046963321919558,0.03771294173831618,0,2
51,0.02,leaky_ReLU,0.007599987396066942,0.17498249580759356,0.008695418080358532,0.33845969151100347,0.010533350618624157,0.18751742081318232,0.01200928721249065,0.37955740570263774,1,2
52,0.02,leaky_ReLU,0.007958534161146936,0.15919572657716408,0.009466310735125364,0.12467689049448893,0.010604381516589614,0.1893038994146844,0.013225090593124057,0.1525071307524116,2,2
53,0.02,leaky_ReLU,0.02422476605857083,0.3334524389300525,0.00687366145696972,0.14733176832560677,0.05355447645844653,0.34134693711902714,0.009973093810653158,0.1821700674786123,3,2
54,0.02,leaky_ReLU,0.014595320263608002,0.050083373821084326,0.005936512706135945,0.9573814934864434,0.018123685587247546,0.05848337436828207,0.00740461058865517,1.313456606435639,4,2
55,0.02,leaky_ReLU,0.009265419156362349,0.13010220794849062,0.008686070988080144,0.14986722170418773,0.010531850836210114,0.15245535574821914,0.010199164703025513,0.17211403447674972,5,2
56,0.02,leaky_ReLU,0.010727075175750748,0.04125498858030042,0.0072177496401685925,0.08329471163332304,0.01262921534233345,0.05133138314586419,0.008982935727121038,0.09480306920956726,6,2
57,0.02,leaky_ReLU,0.010254323694488128,0.1395214093188274,0.010527824226129199,0.11738328865050786,0.013882097211416436,0.15068125983959688,0.01320575212709112,0.1292360739348365,7,2
58,0.02,leaky_ReLU,0.015893331430070115,0.03957500411895859,0.019004895342145705,0.06943089634379147,0.020625638229574587,0.045463003581286035,0.02419481442523497,0.08131546202695576,8,2
